anio,departamento,tamanio,n_empresas,n_nacimientos,n_muertes,alfabetismo,accesos_a_estudios_terciarios,anios_de_educacion_promedio,promocion_educacion_media_cb,pobreza,informalidad,desempleo_en_jovenes,gini,acceso_a_internet,ingresos_de_los_hogares,tasa_de_desempleo,porcentaje_de_personal_presupuestado_en_la_intendencia,part_act_econ
2013,montevideo,pequeñas,12656,687,525,0.953,0.596,0.59,0.242,0.732,0.73,0.661,0.445,0.614,0.728,0.746,0.629,50.1
2013,paysandu,grandes,14,1,0,0.907,0.178,0.356,0.453,0.864,0.524,0.632,0.556,0.411,0.345,0.751,0.378,2.7
2013,paysandu,medianas,210,3,2,0.907,0.178,0.356,0.453,0.864,0.524,0.632,0.556,0.411,0.345,0.751,0.378,2.7
2013,paysandu,micro,3611,692,560,0.907,0.178,0.356,0.453,0.864,0.524,0.632,0.556,0.411,0.345,0.751,0.378,2.7
2013,paysandu,pequeñas,629,32,19,0.907,0.178,0.356,0.453,0.864,0.524,0.632,0.556,0.411,0.345,0.751,0.378,2.7
2013,rio negro,grandes,6,1,0,0.866,0.223,0.349,0.57,0.806,0.556,0.487,0.532,0.436,0.312,0.621,0.254,2.3
2013,rio negro,medianas,71,0,1,0.866,0.223,0.349,0.57,0.806,0.556,0.487,0.532,0.436,0.312,0.621,0.254,2.3
2013,rio negro,micro,1824,350,260,0.866,0.223,0.349,0.57,0.806,0.556,0.487,0.532,0.436,0.312,0.621,0.254,2.3
2013,rio negro,pequeñas,335,17,15,0.866,0.223,0.349,0.57,0.806,0.556,0.487,0.532,0.436,0.312,0.621,0.254,2.3
2013,rivera,grandes,6,0,0,0.725,0.153,0.257,0.295,0.682,0.257,0.511,0.482,0.365,0.185,0.797,0.745,2.2
2013,rivera,medianas,157,2,2,0.725,0.153,0.257,0.295,0.682,0.257,0.511,0.482,0.365,0.185,0.797,0.745,2.2
2013,rivera,micro,2582,508,402,0.725,0.153,0.257,0.295,0.682,0.257,0.511,0.482,0.365,0.185,0.797,0.745,2.2
2013,rivera,pequeñas,364,22,25,0.725,0.153,0.257,0.295,0.682,0.257,0.511,0.482,0.365,0.185,0.797,0.745,2.2
2013,rocha,grandes,5,0,0,0.856,0.156,0.313,0.512,0.842,0.476,0.42,0.609,0.397,0.314,0.669,0.241,1.9
2013,rocha,medianas,99,3,2,0.856,0.156,0.313,0.512,0.842,0.476,0.42,0.609,0.397,0.314,0.669,0.241,1.9
2013,rocha,micro,3152,704,578,0.856,0.156,0.313,0.512,0.842,0.476,0.42,0.609,0.397,0.314,0.669,0.241,1.9
2013,rocha,pequeñas,484,39,49,0.856,0.156,0.313,0.512,0.842,0.476,0.42,0.609,0.397,0.314,0.669,0.241,1.9
2013,salto,grandes,15,0,0,0.859,0.268,0.38,0.439,0.841,0.41,0.741,0.536,0.42,0.292,0.659,0.163,2.7
2013,salto,medianas,158,8,3,0.859,0.268,0.38,0.439,0.841,0.41,0.741,0.536,0.42,0.292,0.659,0.163,2.7
2013,salto,micro,3038,681,482,0.859,0.268,0.38,0.439,0.841,0.41,0.741,0.536,0.42,0.292,0.659,0.163,2.7
2013,salto,pequeñas,530,26,30,0.859,0.268,0.38,0.439,0.841,0.41,0.741,0.536,0.42,0.292,0.659,0.163,2.7
2013,san jose,grandes,15,0,0,0.931,0.101,0.293,0.344,0.903,0.569,0.661,0.713,0.436,0.346,0.774,0.523,3.1
2013,san jose,medianas,160,4,0,0.931,0.101,0.293,0.344,0.903,0.569,0.661,0.713,0.436,0.346,0.774,0.523,3.1
2013,san jose,micro,3825,763,545,0.931,0.101,0.293,0.344,0.903,0.569,0.661,0.713,0.436,0.346,0.774,0.523,3.1
2013,san jose,pequeñas,553,32,22,0.931,0.101,0.293,0.344,0.903,0.569,0.661,0.713,0.436,0.346,0.774,0.523,3.1
2013,soriano,grandes,8,0,0,0.881,0.143,0.334,0.519,0.906,0.468,0.756,0.646,0.442,0.392,0.864,0.352,2.5
2013,soriano,medianas,146,0,1,0.881,0.143,0.334,0.519,0.906,0.468,0.756,0.646,0.442,0.392,0.864,0.352,2.5
2013,soriano,micro,2960,595,475,0.881,0.143,0.334,0.519,0.906,0.468,0.756,0.646,0.442,0.392,0.864,0.352,2.5
2013,soriano,pequeñas,498,22,28,0.881,0.143,0.334,0.519,0.906,0.468,0.756,0.646,0.442,0.392,0.864,0.352,2.5
2013,tacuarembo,grandes,7,0,0,0.841,0.161,0.285,0.431,0.788,0.452,0.502,0.636,0.304,0.215,0.668,0.278,1.9
2013,tacuarembo,medianas,105,5,2,0.841,0.161,0.285,0.431,0.788,0.452,0.502,0.636,0.304,0.215,0.668,0.278,1.9
2013,tacuarembo,micro,2660,491,391,0.841,0.161,0.285,0.431,0.788,0.452,0.502,0.636,0.304,0.215,0.668,0.278,1.9
2013,tacuarembo,pequeñas,353,20,20,0.841,0.161,0.285,0.431,0.788,0.452,0.502,0.636,0.304,0.215,0.668,0.278,1.9
2013,treinta y tres,grandes,5,0,0,0.882,0.147,0.316,0.386,0.881,0.411,0.601,0.679,0.388,0.304,0.685,0.14,1.3
2013,treinta y tres,medianas,50,1,3,0.882,0.147,0.316,0.386,0.881,0.411,0.601,0.679,0.388,0.304,0.685,0.14,1.3
2013,treinta y tres,micro,1465,307,212,0.882,0.147,0.316,0.386,0.881,0.411,0.601,0.679,0.388,0.304,0.685,0.14,1.3
2013,treinta y tres,pequeñas,240,10,12,0.882,0.147,0.316,0.386,0.881,0.411,0.601,0.679,0.388,0.304,0.685,0.14,1.3
2014,artigas,grandes,3,0,0,0.845,0.171,0.341,0.577,0.799,0.33,0.719,0.582,0.454,0.204,0.734,0.361,1.5
2014,artigas,medianas,46,1,1,0.845,0.171,0.341,0.577,0.799,0.33,0.719,0.582,0.454,0.204,0.734,0.361,1.5
2014,artigas,micro,1928,389,365,0.845,0.171,0.341,0.577,0.799,0.33,0.719,0.582,0.454,0.204,0.734,0.361,1.5
2014,artigas,pequeñas,302,16,9,0.845,0.171,0.341,0.577,0.799,0.33,0.719,0.582,0.454,0.204,0.734,0.361,1.5
2014,canelones,grandes,55,3,0,0.921,0.273,0.406,0.496,0.895,0.588,0.627,0.592,0.534,0.42,0.725,0.689,10.1
2014,canelones,medianas,547,21,7,0.921,0.273,0.406,0.496,0.895,0.588,0.627,0.592,0.534,0.42,0.725,0.689,10.1
2014,canelones,micro,16169,3166,2790,0.921,0.273,0.406,0.496,0.895,0.588,0.627,0.592,0.534,0.42,0.725,0.689,10.1
2014,canelones,pequeñas,2618,148,112,0.921,0.273,0.406,0.496,0.895,0.588,0.627,0.592,0.534,0.42,0.725,0.689,10.1
2014,cerro largo,grandes,8,0,1,0.855,0.097,0.274,0.631,0.788,0.304,0.544,0.726,0.337,0.131,0.715,0.328,1.8
2014,cerro largo,medianas,72,4,3,0.855,0.097,0.274,0.631,0.788,0.304,0.544,0.726,0.337,0.131,0.715,0.328,1.8
2014,cerro largo,micro,2091,413,354,0.855,0.097,0.274,0.631,0.788,0.304,0.544,0.726,0.337,0.131,0.715,0.328,1.8
2014,cerro largo,pequeñas,363,18,17,0.855,0.097,0.274,0.631,0.788,0.304,0.544,0.726,0.337,0.131,0.715,0.328,1.8
2014,colonia,grandes,25,1,0,0.956,0.161,0.383,0.728,0.954,0.632,0.693,0.733,0.534,0.441,0.833,0.462,4.7
2014,colonia,medianas,205,13,4,0.956,0.161,0.383,0.728,0.954,0.632,0.693,0.733,0.534,0.441,0.833,0.462,4.7
2014,colonia,micro,5875,1018,916,0.956,0.161,0.383,0.728,0.954,0.632,0.693,0.733,0.534,0.441,0.833,0.462,4.7
2014,colonia,pequeñas,1028,69,65,0.956,0.161,0.383,0.728,0.954,0.632,0.693,0.733,0.534,0.441,0.833,0.462,4.7
2014,durazno,grandes,5,0,0,0.875,0.12,0.329,0.463,0.874,0.545,0.754,0.646,0.388,0.287,0.657,0.363,1.5
2014,durazno,medianas,46,1,1,0.875,0.12,0.329,0.463,0.874,0.545,0.754,0.646,0.388,0.287,0.657,0.363,1.5
2014,durazno,micro,1893,360,322,0.875,0.12,0.329,0.463,0.874,0.545,0.754,0.646,0.388,0.287,0.657,0.363,1.5
2014,durazno,pequeñas,302,14,9,0.875,0.12,0.329,0.463,0.874,0.545,0.754,0.646,0.388,0.287,0.657,0.363,1.5
2014,flores,grandes,6,0,0,0.943,0.204,0.371,0.497,0.929,0.679,0.634,0.693,0.477,0.423,0.848,0.075,0.7
2014,flores,medianas,27,1,0,0.943,0.204,0.371,0.497,0.929,0.679,0.634,0.693,0.477,0.423,0.848,0.075,0.7
2014,flores,micro,1043,178,183,0.943,0.204,0.371,0.497,0.929,0.679,0.634,0.693,0.477,0.423,0.848,0.075,0.7
2014,flores,pequeñas,163,9,8,0.943,0.204,0.371,0.497,0.929,0.679,0.634,0.693,0.477,0.423,0.848,0.075,0.7
2014,florida,grandes,6,0,0,0.896,0.242,0.335,0.612,0.892,0.603,0.309,0.663,0.482,0.374,0.911,0.549,2
2014,florida,medianas,68,3,1,0.896,0.242,0.335,0.612,0.892,0.603,0.309,0.663,0.482,0.374,0.911,0.549,2
2014,florida,micro,2625,462,457,0.896,0.242,0.335,0.612,0.892,0.603,0.309,0.663,0.482,0.374,0.911,0.549,2
2014,florida,pequeñas,449,28,26,0.896,0.242,0.335,0.612,0.892,0.603,0.309,0.663,0.482,0.374,0.911,0.549,2
2014,lavalleja,grandes,8,0,0,0.897,0.22,0.354,0.454,0.911,0.511,0.39,0.693,0.484,0.367,0.824,0.419,1.6
2014,lavalleja,medianas,70,2,3,0.897,0.22,0.354,0.454,0.911,0.511,0.39,0.693,0.484,0.367,0.824,0.419,1.6
2014,lavalleja,micro,1879,315,273,0.897,0.22,0.354,0.454,0.911,0.511,0.39,0.693,0.484,0.367,0.824,0.419,1.6
2014,lavalleja,pequeñas,332,12,10,0.897,0.22,0.354,0.454,0.911,0.511,0.39,0.693,0.484,0.367,0.824,0.419,1.6
2014,maldonado,grandes,28,2,0,0.954,0.216,0.441,0.64,0.959,0.615,0.541,0.656,0.559,0.499,0.808,0.376,5.5
2014,maldonado,medianas,342,8,7,0.954,0.216,0.441,0.64,0.959,0.615,0.541,0.656,0.559,0.499,0.808,0.376,5.5
2014,maldonado,micro,9081,1791,1939,0.954,0.216,0.441,0.64,0.959,0.615,0.541,0.656,0.559,0.499,0.808,0.376,5.5
2014,maldonado,pequeñas,1730,109,119,0.954,0.216,0.441,0.64,0.959,0.615,0.541,0.656,0.559,0.499,0.808,0.376,5.5
2014,montevideo,grandes,800,51,33,0.951,0.609,0.605,0.304,0.78,0.737,0.662,0.462,0.66,0.724,0.732,0.74,50.5
2014,montevideo,medianas,3671,134,86,0.951,0.609,0.605,0.304,0.78,0.737,0.662,0.462,0.66,0.724,0.732,0.74,50.5
2014,montevideo,micro,67926,11004,10984,0.951,0.609,0.605,0.304,0.78,0.737,0.662,0.462,0.66,0.724,0.732,0.74,50.5
2014,montevideo,pequeñas,13677,657,549,0.951,0.609,0.605,0.304,0.78,0.737,0.662,0.462,0.66,0.724,0.732,0.74,50.5
2014,paysandu,grandes,16,0,2,0.903,0.192,0.373,0.471,0.911,0.58,0.449,0.612,0.48,0.331,0.802,0.541,2.6
2014,paysandu,medianas,136,3,2,0.903,0.192,0.373,0.471,0.911,0.58,0.449,0.612,0.48,0.331,0.802,0.541,2.6
2014,paysandu,micro,3830,787,631,0.903,0.192,0.373,0.471,0.911,0.58,0.449,0.612,0.48,0.331,0.802,0.541,2.6
2014,paysandu,pequeñas,737,33,34,0.903,0.192,0.373,0.471,0.911,0.58,0.449,0.612,0.48,0.331,0.802,0.541,2.6
2014,rio negro,grandes,7,0,0,0.903,0.19,0.361,0.6,0.857,0.628,0.524,0.612,0.482,0.355,0.743,0.209,2.2
2014,rio negro,medianas,57,4,1,0.903,0.19,0.361,0.6,0.857,0.628,0.524,0.612,0.482,0.355,0.743,0.209,2.2
2014,rio negro,micro,1950,381,332,0.903,0.19,0.361,0.6,0.857,0.628,0.524,0.612,0.482,0.355,0.743,0.209,2.2
2014,rio negro,pequeñas,360,21,20,0.903,0.19,0.361,0.6,0.857,0.628,0.524,0.612,0.482,0.355,0.743,0.209,2.2
2014,rivera,grandes,6,1,0,0.803,0.157,0.281,0.375,0.736,0.286,0.55,0.592,0.434,0.174,0.873,0.723,2.2
2014,rivera,medianas,96,3,0,0.803,0.157,0.281,0.375,0.736,0.286,0.55,0.592,0.434,0.174,0.873,0.723,2.2
2014,rivera,micro,2745,581,544,0.803,0.157,0.281,0.375,0.736,0.286,0.55,0.592,0.434,0.174,0.873,0.723,2.2
2014,rivera,pequeñas,447,25,15,0.803,0.157,0.281,0.375,0.736,0.286,0.55,0.592,0.434,0.174,0.873,0.723,2.2
2014,rocha,grandes,4,0,0,0.874,0.139,0.319,0.586,0.86,0.423,0.595,0.636,0.478,0.291,0.679,0.249,1.9
2014,rocha,medianas,65,2,4,0.874,0.139,0.319,0.586,0.86,0.423,0.595,0.636,0.478,0.291,0.679,0.249,1.9
2014,rocha,micro,3238,692,733,0.874,0.139,0.319,0.586,0.86,0.423,0.595,0.636,0.478,0.291,0.679,0.249,1.9
2014,rocha,pequeñas,541,34,60,0.874,0.139,0.319,0.586,0.86,0.423,0.595,0.636,0.478,0.291,0.679,0.249,1.9
2014,salto,grandes,17,0,1,0.89,0.248,0.383,0.506,0.876,0.441,0.702,0.592,0.463,0.287,0.565,0.155,2.7
2014,salto,medianas,148,6,3,0.89,0.248,0.383,0.506,0.876,0.441,0.702,0.592,0.463,0.287,0.565,0.155,2.7
2014,salto,micro,3263,734,621,0.89,0.248,0.383,0.506,0.876,0.441,0.702,0.592,0.463,0.287,0.565,0.155,2.7
2014,salto,pequeñas,569,32,26,0.89,0.248,0.383,0.506,0.876,0.441,0.702,0.592,0.463,0.287,0.565,0.155,2.7
2014,san jose,grandes,20,1,0,0.926,0.112,0.307,0.402,0.953,0.572,0.744,0.733,0.465,0.36,0.707,0.521,3.1
2014,san jose,medianas,127,4,1,0.926,0.112,0.307,0.402,0.953,0.572,0.744,0.733,0.465,0.36,0.707,0.521,3.1
2014,san jose,micro,4128,832,738,0.926,0.112,0.307,0.402,0.953,0.572,0.744,0.733,0.465,0.36,0.707,0.521,3.1
2014,san jose,pequeñas,580,23,22,0.926,0.112,0.307,0.402,0.953,0.572,0.744,0.733,0.465,0.36,0.707,0.521,3.1
2014,soriano,grandes,11,0,0,0.894,0.179,0.348,0.542,0.903,0.47,0.617,0.586,0.484,0.36,0.731,0.354,2.2
2014,soriano,medianas,84,1,1,0.894,0.179,0.348,0.542,0.903,0.47,0.617,0.586,0.484,0.36,0.731,0.354,2.2
2014,soriano,micro,3048,550,460,0.894,0.179,0.348,0.542,0.903,0.47,0.617,0.586,0.484,0.36,0.731,0.354,2.2
2014,soriano,pequeñas,551,28,18,0.894,0.179,0.348,0.542,0.903,0.47,0.617,0.586,0.484,0.36,0.731,0.354,2.2
2014,tacuarembo,grandes,8,1,0,0.828,0.154,0.292,0.523,0.786,0.434,0.571,0.566,0.382,0.228,0.76,0.249,2
2014,tacuarembo,medianas,65,0,0,0.828,0.154,0.292,0.523,0.786,0.434,0.571,0.566,0.382,0.228,0.76,0.249,2
2014,tacuarembo,micro,2811,552,522,0.828,0.154,0.292,0.523,0.786,0.434,0.571,0.566,0.382,0.228,0.76,0.249,2
2014,tacuarembo,pequeñas,416,27,20,0.828,0.154,0.292,0.523,0.786,0.434,0.571,0.566,0.382,0.228,0.76,0.249,2
2014,treinta y tres,grandes,5,0,1,0.85,0.163,0.351,0.37,0.821,0.531,0.58,0.609,0.369,0.241,0.712,0.405,1.2
2014,treinta y tres,medianas,31,1,0,0.85,0.163,0.351,0.37,0.821,0.531,0.58,0.609,0.369,0.241,0.712,0.405,1.2
2014,treinta y tres,micro,1543,280,258,0.85,0.163,0.351,0.37,0.821,0.531,0.58,0.609,0.369,0.241,0.712,0.405,1.2
2014,treinta y tres,pequeñas,249,15,12,0.85,0.163,0.351,0.37,0.821,0.531,0.58,0.609,0.369,0.241,0.712,0.405,1.2
2015,artigas,grandes,3,0,0,0.828,0.175,0.342,0.621,0.828,0.302,0.49,0.536,0.478,0.209,0.671,0.372,1.5
2015,artigas,medianas,40,2,1,0.828,0.175,0.342,0.621,0.828,0.302,0.49,0.536,0.478,0.209,0.671,0.372,1.5
2015,artigas,micro,2021,385,323,0.828,0.175,0.342,0.621,0.828,0.302,0.49,0.536,0.478,0.209,0.671,0.372,1.5
2015,artigas,pequeñas,250,13,15,0.828,0.175,0.342,0.621,0.828,0.302,0.49,0.536,0.478,0.209,0.671,0.372,1.5
2015,canelones,grandes,50,1,0,0.925,0.285,0.408,0.526,0.906,0.578,0.608,0.576,0.561,0.42,0.705,0.69,10.3
2015,canelones,medianas,492,14,5,0.925,0.285,0.408,0.526,0.906,0.578,0.608,0.576,0.561,0.42,0.705,0.69,10.3
2015,canelones,micro,17276,3148,2452,0.925,0.285,0.408,0.526,0.906,0.578,0.608,0.576,0.561,0.42,0.705,0.69,10.3
2015,canelones,pequeñas,2108,129,91,0.925,0.285,0.408,0.526,0.906,0.578,0.608,0.576,0.561,0.42,0.705,0.69,10.3
2015,cerro largo,grandes,7,0,0,0.839,0.132,0.291,0.639,0.81,0.296,0.542,0.659,0.387,0.135,0.64,0.281,1.9
2015,cerro largo,medianas,56,0,1,0.839,0.132,0.291,0.639,0.81,0.296,0.542,0.659,0.387,0.135,0.64,0.281,1.9
2015,cerro largo,micro,2323,504,349,0.839,0.132,0.291,0.639,0.81,0.296,0.542,0.659,0.387,0.135,0.64,0.281,1.9
2015,cerro largo,pequeñas,292,13,8,0.839,0.132,0.291,0.639,0.81,0.296,0.542,0.659,0.387,0.135,0.64,0.281,1.9
2015,colonia,grandes,23,1,1,0.953,0.147,0.371,0.678,0.96,0.626,0.64,0.713,0.518,0.404,0.847,0.394,4.9
2015,colonia,medianas,174,5,1,0.953,0.147,0.371,0.678,0.96,0.626,0.64,0.713,0.518,0.404,0.847,0.394,4.9
2015,colonia,micro,6181,992,805,0.953,0.147,0.371,0.678,0.96,0.626,0.64,0.713,0.518,0.404,0.847,0.394,4.9
2015,colonia,pequeñas,813,28,31,0.953,0.147,0.371,0.678,0.96,0.626,0.64,0.713,0.518,0.404,0.847,0.394,4.9
2015,durazno,grandes,5,0,0,0.904,0.149,0.322,0.449,0.834,0.511,0.532,0.619,0.379,0.276,0.584,0.356,1.5
2015,durazno,medianas,38,1,1,0.904,0.149,0.322,0.449,0.834,0.511,0.532,0.619,0.379,0.276,0.584,0.356,1.5
2015,durazno,micro,2019,370,291,0.904,0.149,0.322,0.449,0.834,0.511,0.532,0.619,0.379,0.276,0.584,0.356,1.5
2015,durazno,pequeñas,225,4,6,0.904,0.149,0.322,0.449,0.834,0.511,0.532,0.619,0.379,0.276,0.584,0.356,1.5
2015,flores,grandes,4,0,0,0.934,0.262,0.386,0.525,0.984,0.613,0.552,0.656,0.522,0.464,0.839,0.059,0.7
2015,flores,medianas,17,0,0,0.934,0.262,0.386,0.525,0.984,0.613,0.552,0.656,0.522,0.464,0.839,0.059,0.7
2015,flores,micro,1100,199,143,0.934,0.262,0.386,0.525,0.984,0.613,0.552,0.656,0.522,0.464,0.839,0.059,0.7
2015,flores,pequeñas,136,7,3,0.934,0.262,0.386,0.525,0.984,0.613,0.552,0.656,0.522,0.464,0.839,0.059,0.7
2015,florida,grandes,4,1,0,0.916,0.221,0.351,0.599,0.917,0.577,0.602,0.663,0.533,0.425,0.781,0.561,1.9
2015,florida,medianas,62,1,1,0.916,0.221,0.351,0.599,0.917,0.577,0.602,0.663,0.533,0.425,0.781,0.561,1.9
2015,florida,micro,2735,473,422,0.916,0.221,0.351,0.599,0.917,0.577,0.602,0.663,0.533,0.425,0.781,0.561,1.9
2015,florida,pequeñas,351,16,13,0.916,0.221,0.351,0.599,0.917,0.577,0.602,0.663,0.533,0.425,0.781,0.561,1.9
2015,lavalleja,grandes,7,0,0,0.887,0.225,0.34,0.469,0.912,0.542,0.631,0.626,0.517,0.368,0.704,0.415,1.6
2015,lavalleja,medianas,53,0,1,0.887,0.225,0.34,0.469,0.912,0.542,0.631,0.626,0.517,0.368,0.704,0.415,1.6
2015,lavalleja,micro,2022,331,247,0.887,0.225,0.34,0.469,0.912,0.542,0.631,0.626,0.517,0.368,0.704,0.415,1.6
2015,lavalleja,pequeñas,270,11,12,0.887,0.225,0.34,0.469,0.912,0.542,0.631,0.626,0.517,0.368,0.704,0.415,1.6
2015,maldonado,grandes,25,0,1,0.951,0.228,0.447,0.643,0.926,0.598,0.7,0.619,0.54,0.444,0.746,0.533,5.4
2015,maldonado,medianas,283,13,9,0.951,0.228,0.447,0.643,0.926,0.598,0.7,0.619,0.54,0.444,0.746,0.533,5.4
2015,maldonado,micro,9447,1913,1453,0.951,0.228,0.447,0.643,0.926,0.598,0.7,0.619,0.54,0.444,0.746,0.533,5.4
2015,maldonado,pequeñas,1426,114,88,0.951,0.228,0.447,0.643,0.926,0.598,0.7,0.619,0.54,0.444,0.746,0.533,5.4
2015,montevideo,grandes,644,3,8,0.955,0.614,0.607,0.339,0.775,0.754,0.655,0.452,0.683,0.732,0.668,0.73,50.4
2015,montevideo,medianas,3061,49,50,0.955,0.614,0.607,0.339,0.775,0.754,0.655,0.452,0.683,0.732,0.668,0.73,50.4
2015,montevideo,micro,70935,11078,9772,0.955,0.614,0.607,0.339,0.775,0.754,0.655,0.452,0.683,0.732,0.668,0.73,50.4
2015,montevideo,pequeñas,11093,441,372,0.955,0.614,0.607,0.339,0.775,0.754,0.655,0.452,0.683,0.732,0.668,0.73,50.4
2015,paysandu,grandes,14,0,0,0.898,0.157,0.362,0.521,0.867,0.543,0.631,0.586,0.478,0.284,0.768,0.51,2.6
2015,paysandu,medianas,107,2,1,0.898,0.157,0.362,0.521,0.867,0.543,0.631,0.586,0.478,0.284,0.768,0.51,2.6
2015,paysandu,micro,4292,921,639,0.898,0.157,0.362,0.521,0.867,0.543,0.631,0.586,0.478,0.284,0.768,0.51,2.6
2015,paysandu,pequeñas,593,24,20,0.898,0.157,0.362,0.521,0.867,0.543,0.631,0.586,0.478,0.284,0.768,0.51,2.6
2015,rio negro,grandes,6,0,0,0.917,0.228,0.391,0.546,0.845,0.56,0.565,0.522,0.509,0.324,0.666,0.222,2.3
2015,rio negro,medianas,40,1,0,0.917,0.228,0.391,0.546,0.845,0.56,0.565,0.522,0.509,0.324,0.666,0.222,2.3
2015,rio negro,micro,2149,446,320,0.917,0.228,0.391,0.546,0.845,0.56,0.565,0.522,0.509,0.324,0.666,0.222,2.3
2015,rio negro,pequeñas,291,10,7,0.917,0.228,0.391,0.546,0.845,0.56,0.565,0.522,0.509,0.324,0.666,0.222,2.3
2015,rivera,grandes,6,0,0,0.845,0.172,0.305,0.406,0.717,0.331,0.55,0.542,0.48,0.17,0.678,0.665,2.1
2015,rivera,medianas,73,3,2,0.845,0.172,0.305,0.406,0.717,0.331,0.55,0.542,0.48,0.17,0.678,0.665,2.1
2015,rivera,micro,2837,522,502,0.845,0.172,0.305,0.406,0.717,0.331,0.55,0.542,0.48,0.17,0.678,0.665,2.1
2015,rivera,pequeñas,358,7,12,0.845,0.172,0.305,0.406,0.717,0.331,0.55,0.542,0.48,0.17,0.678,0.665,2.1
2015,rocha,grandes,5,1,1,0.896,0.15,0.34,0.561,0.849,0.463,0.512,0.606,0.475,0.31,0.54,0.232,1.8
2015,rocha,medianas,56,2,2,0.896,0.15,0.34,0.561,0.849,0.463,0.512,0.606,0.475,0.31,0.54,0.232,1.8
2015,rocha,micro,3374,734,495,0.896,0.15,0.34,0.561,0.849,0.463,0.512,0.606,0.475,0.31,0.54,0.232,1.8
2015,rocha,pequeñas,387,26,17,0.896,0.15,0.34,0.561,0.849,0.463,0.512,0.606,0.475,0.31,0.54,0.232,1.8
2015,salto,grandes,15,0,0,0.877,0.296,0.385,0.513,0.888,0.492,0.788,0.642,0.502,0.263,0.436,0.517,2.7
2015,salto,medianas,124,1,1,0.877,0.296,0.385,0.513,0.888,0.492,0.788,0.642,0.502,0.263,0.436,0.517,2.7
2015,salto,micro,3488,725,598,0.877,0.296,0.385,0.513,0.888,0.492,0.788,0.642,0.502,0.263,0.436,0.517,2.7
2015,salto,pequeñas,489,32,26,0.877,0.296,0.385,0.513,0.888,0.492,0.788,0.642,0.502,0.263,0.436,0.517,2.7
2015,san jose,grandes,17,0,0,0.918,0.161,0.329,0.411,0.984,0.625,0.459,0.776,0.525,0.425,0.81,0.53,3
2015,san jose,medianas,109,5,7,0.918,0.161,0.329,0.411,0.984,0.625,0.459,0.776,0.525,0.425,0.81,0.53,3
2015,san jose,micro,4286,773,603,0.918,0.161,0.329,0.411,0.984,0.625,0.459,0.776,0.525,0.425,0.81,0.53,3
2015,san jose,pequeñas,484,23,21,0.918,0.161,0.329,0.411,0.984,0.625,0.459,0.776,0.525,0.425,0.81,0.53,3
2015,soriano,grandes,6,0,0,0.927,0.212,0.379,0.545,0.923,0.488,0.566,0.542,0.539,0.384,0.695,0.363,2.1
2015,soriano,medianas,75,2,0,0.927,0.212,0.379,0.545,0.923,0.488,0.566,0.542,0.539,0.384,0.695,0.363,2.1
2015,soriano,micro,3276,546,484,0.927,0.212,0.379,0.545,0.923,0.488,0.566,0.542,0.539,0.384,0.695,0.363,2.1
2015,soriano,pequeñas,428,21,14,0.927,0.212,0.379,0.545,0.923,0.488,0.566,0.542,0.539,0.384,0.695,0.363,2.1
2015,tacuarembo,grandes,8,0,0,0.847,0.134,0.292,0.522,0.798,0.409,0.5,0.592,0.413,0.2,0.643,0.251,2
2015,tacuarembo,medianas,55,1,0,0.847,0.134,0.292,0.522,0.798,0.409,0.5,0.592,0.413,0.2,0.643,0.251,2
2015,tacuarembo,micro,3009,640,434,0.847,0.134,0.292,0.522,0.798,0.409,0.5,0.592,0.413,0.2,0.643,0.251,2
2015,tacuarembo,pequeñas,350,16,15,0.847,0.134,0.292,0.522,0.798,0.409,0.5,0.592,0.413,0.2,0.643,0.251,2
2015,treinta y tres,grandes,4,0,0,0.867,0.159,0.33,0.491,0.791,0.545,0.568,0.522,0.472,0.284,0.721,0.397,1.2
2015,treinta y tres,medianas,29,0,1,0.867,0.159,0.33,0.491,0.791,0.545,0.568,0.522,0.472,0.284,0.721,0.397,1.2
2015,treinta y tres,micro,1713,383,258,0.867,0.159,0.33,0.491,0.791,0.545,0.568,0.522,0.472,0.284,0.721,0.397,1.2
2015,treinta y tres,pequeñas,204,16,13,0.867,0.159,0.33,0.491,0.791,0.545,0.568,0.522,0.472,0.284,0.721,0.397,1.2
2016,artigas,grandes,1,0,0,0.823,0.152,0.329,0.62,0.762,0.28,0.569,0.566,0.447,0.182,0.694,0.32,1.5
2016,artigas,medianas,44,0,0,0.823,0.152,0.329,0.62,0.762,0.28,0.569,0.566,0.447,0.182,0.694,0.32,1.5
2016,artigas,micro,2032,399,356,0.823,0.152,0.329,0.62,0.762,0.28,0.569,0.566,0.447,0.182,0.694,0.32,1.5
2016,artigas,pequeñas,301,14,10,0.823,0.152,0.329,0.62,0.762,0.28,0.569,0.566,0.447,0.182,0.694,0.32,1.5
2016,canelones,grandes,51,0,0,0.917,0.275,0.41,0.532,0.903,0.576,0.565,0.596,0.588,0.417,0.681,0.65,10.4
2016,canelones,medianas,534,11,8,0.917,0.275,0.41,0.532,0.903,0.576,0.565,0.596,0.588,0.417,0.681,0.65,10.4
2016,canelones,micro,17431,3196,2773,0.917,0.275,0.41,0.532,0.903,0.576,0.565,0.596,0.588,0.417,0.681,0.65,10.4
2016,canelones,pequeñas,2748,133,131,0.917,0.275,0.41,0.532,0.903,0.576,0.565,0.596,0.588,0.417,0.681,0.65,10.4
